OBJECTID,ROADNAME,RWCOMPKEY,SCFKEY,ROUTE,RESPONSE,PRIORITY,SNOW_DIST,STATE,STATE_OWND,CL_MILES,LANE_MILES,SHAPELEN
423,TAYLORSVILLE RD,8819,,C08,CENTRAL,1,C,0.0668348853823836,Yes,0.06683489,22.14,289.441685353566
424,HIKES LN,8251,,C08,CENTRAL,1,C,0,No,0,22.14,525.191562710491
425,HIKES LN,8248,,C08,CENTRAL,1,C,0,No,0,22.14,48.883063514843
426,BARDSTOWN RD,5245,,C08,CENTRAL,1,C,0.26395622122123868,Yes,0.26395622,22.14,762.076937578525
427,HIKES LN,8712,,C08,CENTRAL,1,C,0,No,0,22.14,151.923199153027
428,TAYLORSVILLE RD,8831,,C08,CENTRAL,1,C,0.11409029396781045,Yes,0.11409029,22.14,494.090861305646
429,TAYLORSVILLE RD,29856,,C08,CENTRAL,1,C,0.22991541264104867,Yes,0.22991541,22.14,995.694683442897
430,BARDSTOWN RD,20647,,C08,CENTRAL,1,C,0.03405885319037613,Yes,0.03405885,22.14,294.997264829278
431,BARDSTOWN RD,18038,,C08,CENTRAL,1,C,0.0418880447886094,Yes,0.04188804,22.14,181.40465769131
432,TAYLORSVILLE RD,8821,,C08,CENTRAL,1,C,0.09044586729614351,Yes,0.09044587,22.14,391.694110445174
433,TAYLORSVILLE RD,8834,,C08,CENTRAL,1,C,0.1459065918363185,Yes,0.14590659,22.14,631.877633607539
434,BARDSTOWN RD,20604,,C08,CENTRAL,1,C,0.036143054294914677,Yes,0.03614305,22.14,313.049323382393
435,BARDSTOWN RD,17706,,C08,CENTRAL,1,C,0.061890198427098066,Yes,0.0618902,22.14,268.027850283206
436,HIKES LN,1337,,C08,CENTRAL,1,C,0,No,0,22.14,293.862387140202
437,BARDSTOWN RD,17720,,C08,CENTRAL,1,C,0.02290937487053538,Yes,0.02290937,22.14,99.2135756373316
438,TAYLORSVILLE RD,8827,,C08,CENTRAL,1,C,0.22427693003799476,Yes,0.22427693,22.14,971.276057102754
439,HIKES LN,5289,,C08,CENTRAL,1,C,0,No,0,22.14,428.372839744594
440,BARDSTOWN RD,20610,,C08,CENTRAL,1,C,0.0097683700507701556,Yes,0.00976837,22.14,84.6078799856043
441,BARDSTOWN RD,18620,,C08,CENTRAL,1,C,0.079218016395508,Yes,0.07921802,22.14,343.069484594376
442,BARDSTOWN RD,5356,,C08,CENTRAL,1,C,0.0967328732771366,Yes,0.09673287,22.14,418.920794140412
443,HIKES LN,4545,,C08,CENTRAL,1,C,0,No,0,22.14,131.767591266715
444,BARDSTOWN RD,18088,,C08,CENTRAL,1,C,0.09388113966711091,Yes,0.09388114,22.14,406.571051024603
445,HIKES LN,5111,,C08,CENTRAL,1,C,0,No,0,22.14,460.371161325967
446,HIKES LN,8247,,C08,CENTRAL,1,C,0,No,0,22.14,87.7261764469042
447,TAYLORSVILLE RD,8818,,C08,CENTRAL,1,C,0.096181458069465348,Yes,0.09618146,22.14,416.532973824177
448,BARDSTOWN RD,17859,,C08,CENTRAL,1,C,0.0397984619819387,Yes,0.03979846,22.14,172.355122409766
449,HIKES LN,5199,,C08,CENTRAL,1,C,0,No,0,22.14,254.582725762351
450,TAYLORSVILLE RD,8825,,C08,CENTRAL,1,C,0.081019314853259847,Yes,0.08101931,22.14,350.870081697415
451,BARDSTOWN RD,20565,,C08,CENTRAL,1,C,0.079828263591863777,Yes,0.07982826,22.14,691.424498911712
452,BARDSTOWN RD,17776,,C08,CENTRAL,1,C,0.017753170055827088,Yes,0.01775317,22.14,76.8837542037649
453,BARDSTOWN RD,5307,,C08,CENTRAL,1,C,0.06885439618677244,Yes,0.0688544,22.14,298.187809486844
454,TAYLORSVILLE RD,8812,,C08,CENTRAL,1,C,0.11562297697149036,Yes,0.11562298,22.14,500.728440022172
455,BARDSTOWN RD,18434,,C08,CENTRAL,1,C,0.0092502148126549378,Yes,0.00925021,22.14,40.0597451087174
456,BARDSTOWN RD,17666,,C08,CENTRAL,1,C,0.038884415186939046,Yes,0.03888442,22.14,168.396717118186
457,TAYLORSVILLE RD,21402,,C08,CENTRAL,1,C,0.07395112396085816,Yes,0.07395112,22.14,320.260123321469
458,HIKES LN,5140,,C08,CENTRAL,1,C,0,No,0,22.14,314.479556288197
459,TAYLORSVILLE RD,21405,,C08,CENTRAL,1,C,0.14006013565523256,Yes,0.14006014,22.14,606.558505585708
460,TAYLORSVILLE RD,8828,,C08,CENTRAL,1,C,0.0888432829052801,Yes,0.08884328,22.14,384.753720490459
461,BARDSTOWN RD,18314,,C08,CENTRAL,1,C,0.0747244685828279,Yes,0.07472447,22.14,647.218414342641
462,TAYLORSVILLE RD,8822,,C08,CENTRAL,1,C,0.088436812424673258,Yes,0.08843681,22.14,382.993065833525
463,BARDSTOWN RD,20533,,C08,CENTRAL,1,C,0.03877983030468483,Yes,0.03877983,22.14,335.887479229466
464,TAYLORSVILLE RD,8817,,C08,CENTRAL,1,C,0.0720618297650262,Yes,0.07206183,22.14,312.0784469188
465,BARDSTOWN RD,17828,,C08,CENTRAL,1,C,0.07458933745600103,Yes,0.07458934,22.14,323.024031801114
466,BARDSTOWN RD,18660,,C08,CENTRAL,1,C,0.088381747206891556,Yes,0.08838175,22.14,382.754860044134
467,BARDSTOWN RD,18752,,C08,CENTRAL,1,C,0.0879706131562607,Yes,0.08797061,22.14,380.974447207421
468,BARDSTOWN RD,4747,,C08,CENTRAL,1,C,0.074348113778246266,Yes,0.07434811,22.14,321.979576992082
469,HIKES LN,31354,,C08,CENTRAL,1,C,0,No,0,22.14,176.542490352679
470,BARDSTOWN RD,4784,,C08,CENTRAL,1,C,0.073839950204351065,Yes,0.07383995,22.14,319.778727220577
471,TAYLORSVILLE RD,8814,,C08,CENTRAL,1,C,0.07958429277930978,Yes,0.07958429,22.14,344.655754018593
472,BARDSTOWN RD,4836,,C08,CENTRAL,1,C,0.03975186105806083,Yes,0.03975186,22.14,114.768876007391
473,TAYLORSVILLE RD,8815,,C08,CENTRAL,1,C,0.09459380233948604,Yes,0.0945938,22.14,409.657246831116
474,TAYLORSVILLE RD,8813,,C08,CENTRAL,1,C,0.097521830973428356,Yes,0.09752183,22.14,422.337661226737
475,BARDSTOWN RD,4820,,C08,CENTRAL,1,C,0.0364432781700996,Yes,0.03644328,22.14,315.649663454695
476,BARDSTOWN RD,4877,,C08,CENTRAL,1,C,0.11275615151254,Yes,0.11275615,22.14,325.542164001043
477,TAYLORSVILLE RD,8854,,C08,CENTRAL,1,C,0.1684859158831098,Yes,0.16848592,22.14,729.661765160377
478,HIKES LN,5519,,C08,CENTRAL,1,C,0,No,0,22.14,1099.20879476877
479,BARDSTOWN RD,21313,,C08,CENTRAL,1,C,0.07089028634455255,Yes,0.07089029,22.14,307.004473565089
480,TAYLORSVILLE RD,8830,,C08,CENTRAL,1,C,0.1410134349084278,Yes,0.14101343,22.14,610.686857825115
481,BARDSTOWN RD,20500,,C08,CENTRAL,1,C,0.098291702868584657,Yes,0.0982917,22.14,425.671716415655
482,TAYLORSVILLE RD,8826,,C08,CENTRAL,1,C,0.54297215894149886,Yes,0.54297216,22.14,1045.08875005103
483,BARDSTOWN RD,17759,,C08,CENTRAL,1,C,0.01345972087797258,Yes,0.01345972,22.14,58.2899175411074
484,BARDSTOWN RD,4710,,C08,CENTRAL,1,C,0.07384299670971846,Yes,0.073843,22.14,319.791691580497
485,BARDSTOWN RD,20621,,C08,CENTRAL,1,C,0.0390360957926296,Yes,0.0390361,22.14,338.10724547308
486,TAYLORSVILLE RD,8860,,C08,CENTRAL,1,C,0.140984123010827,Yes,0.14098412,22.14,610.560091899489
487,TAYLORSVILLE RD,21399,,C08,CENTRAL,1,C,0.03477015453302014,Yes,0.03477015,22.14,150.579083836999
488,HIKES LN,5411,,C08,CENTRAL,1,C,0,No,0,22.14,166.133176643805
489,TAYLORSVILLE RD,8832,,C08,CENTRAL,1,C,0.096380192488102215,Yes,0.09638019,22.14,417.393565462336
490,BARDSTOWN RD,17750,,C08,CENTRAL,1,C,0.05048471312063407,Yes,0.05048471,22.14,218.634227725658
491,BARDSTOWN RD,18696,,C08,CENTRAL,1,C,0.1003107012905371,Yes,0.1003107,22.14,434.415322159447
492,BARDSTOWN RD,20518,,C08,CENTRAL,1,C,0.0266894845210068,Yes,0.02668948,22.14,231.168379112462
493,BARDSTOWN RD,17581,,C08,CENTRAL,1,C,0.028673686151472,Yes,0.02867369,22.14,124.177431437321
494,BARDSTOWN RD,20641,,C08,CENTRAL,1,C,0.029636782679962087,Yes,0.02963678,22.14,256.695868102059
495,TAYLORSVILLE RD,8824,,C08,CENTRAL,1,C,0.1603008083286792,Yes,0.16030081,22.14,694.214791929491
496,HIKES LN,4608,,C08,CENTRAL,1,C,0,No,0,22.14,884.923287106007
497,TAYLORSVILLE RD,21403,,C08,CENTRAL,1,C,0.04504859409634173,Yes,0.04504859,22.14,195.091925556734
498,HIKES LN,4984,,C08,CENTRAL,1,C,0,No,0,22.14,498.169182093644
499,TAYLORSVILLE RD,8816,,C08,CENTRAL,1,C,0.07775789908659117,Yes,0.0777579,22.14,336.746075285685
500,TAYLORSVILLE RD,8820,,C08,CENTRAL,1,C,0.089179513863922616,Yes,0.08917951,22.14,386.209761457828
501,BARDSTOWN RD,18382,,C08,CENTRAL,1,C,0.03166303151953822,Yes,0.03166303,22.14,137.122897361309
502,BARDSTOWN RD,4856,,C08,CENTRAL,1,C,0.0582211858140272,Yes,0.05822119,22.14,168.092214499356
503,BARDSTOWN RD,29869,,C08,CENTRAL,1,C,0.07367275799913264,Yes,0.07367276,22.14,319.108202690953
504,BARDSTOWN RD,17966,,C08,CENTRAL,1,C,0.03867486629981801,Yes,0.03867487,22.14,167.489116206453
505,HIKES LN,4937,,C08,CENTRAL,1,C,0,No,0,22.14,254.71494290371
506,BARDSTOWN RD,20639,,C08,CENTRAL,1,C,0.018928026284618,Yes,0.01892803,22.14,163.943221883742
507,BARDSTOWN RD,18360,,C08,CENTRAL,1,C,0.0826070289069012,Yes,0.08260703,22.14,357.746585418219
508,BARDSTOWN RD,5452,,C08,CENTRAL,1,C,0.25425454299091266,Yes,0.25425454,22.14,734.097556613431
509,HIKES LN,8249,,C08,CENTRAL,1,C,0,No,0,22.14,496.494236297665
510,BARDSTOWN RD,18013,,C08,CENTRAL,1,C,0.0649206768431223,Yes,0.06492068,22.14,281.152086048898
511,HIKES LN,5401,,C08,CENTRAL,1,C,0,No,0,22.14,409.852830089967
512,HIKES LN,8256,,C08,CENTRAL,1,C,0,No,0,22.14,261.822595102581
513,HIKES LN,5236,,C08,CENTRAL,1,C,0,No,0,22.14,417.800994261872
514,HIKES LN,5174,,C08,CENTRAL,1,C,0,No,0,22.14,332.484363788992
515,TAYLORSVILLE RD,8823,,C08,CENTRAL,1,C,0.098307025073770468,Yes,0.09830703,22.14,425.73842369558
516,BARDSTOWN RD,18490,,C08,CENTRAL,1,C,0.073736971652699726,Yes,0.07373697,22.14,319.332871822873
517,BARDSTOWN RD,4902,,C08,CENTRAL,1,C,0.1326235616041609,Yes,0.13262356,22.14,287.17648168986
518,TAYLORSVILLE RD,8833,,C08,CENTRAL,1,C,0.1052507010812042,Yes,0.1052507,22.14,455.809128185199
519,BARDSTOWN RD,5143,,C08,CENTRAL,1,C,0.092537109302858675,Yes,0.09253711,22.14,267.166847669878
520,BARDSTOWN RD,20666,,C08,CENTRAL,1,C,0.042129076421936078,Yes,0.04212908,22.14,364.896732609512
521,HIKES LN,31355,,C08,CENTRAL,1,C,0,No,0,22.14,291.720935767414
522,BARDSTOWN RD,18254,,C08,CENTRAL,1,C,0.13250182992582415,Yes,0.13250183,22.14,573.825525706287
523,TAYLORSVILLE RD,8859,,C08,CENTRAL,1,C,0.22354454986157146,Yes,0.22354455,22.14,968.104343307709
524,BARDSTOWN RD,20607,,C08,CENTRAL,1,C,0.01386626166420334,Yes,0.01386626,22.14,120.101299180444
525,BARDSTOWN RD,17941,,C08,CENTRAL,1,C,0.0529905387328753,Yes,0.05299054,22.14,229.486198244991
526,BARDSTOWN RD,18425,,C08,CENTRAL,1,C,0.0760057200999568,Yes,0.07600572,22.14,329.158055695639
527,BARDSTOWN RD,18524,,C08,CENTRAL,1,C,0.0712710873790967,Yes,0.07127109,22.14,308.65373856763
