OBJECTID,ROADNAME,RWCOMPKEY,SCFKEY,ROUTE,RESPONSE,PRIORITY,SNOW_DIST,STATE,STATE_OWND,CL_MILES,LANE_MILES,SHAPELEN
4957,EASTERN PKY,20613,,S06,SWMS,2,S,0,No,0,17.37,1560.55204950631
4958,W MAGNOLIA AVE,17587,,S08,SWMS,,S,0,No,0,30.57,614.226503523683
4959,S 26TH ST,16637,,S07,SWMS,1,S,0,No,0,28.86,276.472873895433
4960,WILSON AVE,20297,,S07,SWMS,1,S,0,No,0,28.86,111.369891408584
4961,DIXIE HWY,16453,,S07,SWMS,1,S,0,No,0,28.86,861.846782293439
4962,S 26TH ST,17060,,S07,SWMS,1,S,0,No,0,28.86,303.158851941005
4963,S 26TH ST,15250,,S07,SWMS,1,S,0,No,0,28.86,253.926948903608
4964,WILSON AVE,20282,,S07,SWMS,1,S,0,No,0,28.86,418.178561677817
4965,WILSON AVE,20304,,S07,SWMS,1,S,0,No,0,28.86,182.817366752759
4966,DIXIE HWY,16540,,S07,SWMS,1,S,0,No,0,28.86,151.720240080221
4967,WILSON AVE,20253,,S07,SWMS,1,S,0,No,0,28.86,456.166965903111
4968,WILSON AVE,20206,,S07,SWMS,1,S,0,No,0,28.86,269.186468830739
4969,S 26TH ST,16875,,S07,SWMS,1,S,0,No,0,28.86,281.429135465987
4970,DIXIE HWY,16665,,S07,SWMS,1,S,0,No,0,28.86,132.351816855682
4971,WILSON AVE,17204,,S07,SWMS,1,S,0,No,0,28.86,362.05963072163
4972,S 26TH ST,16064,,S07,SWMS,1,S,0,No,0,28.86,402.142874031278
4973,DIXIE HWY,16636,,S07,SWMS,1,S,0,No,0,28.86,217.695781137348
4974,S 26TH ST,15119,,S07,SWMS,1,S,0,No,0,28.86,51.7442856295504
4975,DIXIE HWY,17213,,S07,SWMS,1,S,0,No,0,28.86,236.467809365282
4976,S 26TH ST,15837,,S07,SWMS,1,S,0,No,0,28.86,228.528247125307
4977,S 26TH ST,16429,,S07,SWMS,1,S,0,No,0,28.86,450.732556151517
4978,S 26TH ST,16498,,S07,SWMS,1,S,0,No,0,28.86,367.219434781508
4979,DIXIE HWY,16981,,S07,SWMS,1,S,0,No,0,28.86,55.4387683056722
4980,DIXIE HWY,17830,,S07,SWMS,1,S,0,No,0,28.86,86.8781395714293
4981,S 26TH ST,16526,,S07,SWMS,1,S,0,No,0,28.86,131.075792125205
4982,S 26TH ST,16177,,S07,SWMS,1,S,0,No,0,28.86,484.024896608226
4983,WILSON AVE,20272,,S07,SWMS,1,S,0,No,0,28.86,201.67678864908
4984,S 26TH ST,15178,,S07,SWMS,1,S,0,No,0,28.86,293.92983572118
4985,S 26TH ST,15941,,S07,SWMS,1,S,0,No,0,28.86,49.6935923937886
4986,DIXIE HWY,16897,,S07,SWMS,1,S,0,No,0,28.86,74.0763963756337
4987,DIXIE HWY,17936,,S07,SWMS,1,S,0,No,0,28.86,377.102444872081
4988,S 26TH ST,15397,,S07,SWMS,1,S,0,No,0,28.86,40.8418292394574
4989,DIXIE HWY,17323,,S07,SWMS,1,S,0,No,0,28.86,51.4345761623443
4990,WILSON AVE,20294,,S07,SWMS,1,S,0,No,0,28.86,241.340584776534
4991,WILSON AVE,20219,,S07,SWMS,1,S,0,No,0,28.86,517.652604771349
4992,DIXIE HWY,17165,,S07,SWMS,1,S,0,No,0,28.86,356.540504173044
4993,WILSON AVE,20204,,S07,SWMS,1,S,0,No,0,28.86,326.734154636913
4994,S 26TH ST,15590,,S07,SWMS,1,S,0,No,0,28.86,199.794877722284
4995,DIXIE HWY,16799,,S07,SWMS,1,S,0,No,0,28.86,258.200745545012
4996,WILSON AVE,17214,,S07,SWMS,1,S,0,No,0,28.86,362.367629436028
4997,S 26TH ST,16994,,S07,SWMS,1,S,0,No,0,28.86,423.729087119915
4998,S 26TH ST,15315,,S07,SWMS,1,S,0,No,0,28.86,241.404559129115
4999,DIXIE HWY,16818,,S07,SWMS,1,S,0,No,0,28.86,93.9587875164559
5000,S 26TH ST,16657,,S07,SWMS,1,S,0,No,0,28.86,67.7744709035047
5001,DIXIE HWY,16724,,S07,SWMS,1,S,0,No,0,28.86,239.053352413222
5002,WILSON AVE,20205,,S07,SWMS,1,S,0,No,0,28.86,369.332329495793
5003,BELLS LN,29853,,S15,SWMS,1,S,0.0973367048518889,Yes,0.0973367,24.31,843.072120506424
5004,DIXIE HWY,17677,,S07,SWMS,1,S,0,No,0,28.86,348.369797234203
5005,S 26TH ST,20220,,S07,SWMS,1,S,0,No,0,28.86,849.143971086654
5006,S 26TH ST,15384,,S07,SWMS,1,S,0,No,0,28.86,242.122349740271
5007,WILSON AVE,20203,,S07,SWMS,1,S,0,No,0,28.86,50.0035486553205
5008,BELLS LN,18341,,S15,SWMS,1,S,0.06772830442284741,Yes,0.0677283,24.31,586.621804366457
5009,S 26TH ST,15923,,S07,SWMS,1,S,0,No,0,28.86,366.288965390725
5010,S 26TH ST,16894,,S07,SWMS,1,S,0,No,0,28.86,64.0796928148848
5011,DIXIE HWY,18154,,S07,SWMS,1,S,0,No,0,28.86,561.536268641644
5012,BELLS LN,20184,,S15,SWMS,1,S,0.12665586120372166,Yes,0.12665586,24.31,1097.01724310911
5013,DIXIE HWY,17314,,S07,SWMS,1,S,0,No,0,28.86,386.24198547074
5014,S 26TH ST,16738,,S07,SWMS,1,S,0,No,0,28.86,345.093759904464
5015,WILSON AVE,20244,,S07,SWMS,1,S,0,No,0,28.86,709.58297821348
5016,DIXIE HWY,16578,,S07,SWMS,1,S,0,No,0,28.86,224.325769320535
5017,DIXIE HWY,17251,,S07,SWMS,1,S,0,No,0,28.86,230.040311315113
5018,DIXIE HWY,16509,,S07,SWMS,1,S,0,No,0,28.86,287.453046437588
5019,S 26TH ST,16190,,S07,SWMS,1,S,0,No,0,28.86,99.2744734430227
5020,DIXIE HWY,18022,,S07,SWMS,1,S,0,No,0,28.86,343.823363620698
5021,DIXIE HWY,17813,,S07,SWMS,1,S,0,No,0,28.86,248.557064111397
5022,S 26TH ST,16303,,S07,SWMS,1,S,0,No,0,28.86,576.040820717881
5023,WILSON AVE,20268,,S07,SWMS,1,S,0,No,0,28.86,269.051392455569
5024,S 26TH ST,16338,,S07,SWMS,1,S,0,No,0,28.86,148.24988248836
5025,DIXIE HWY,16967,,S07,SWMS,1,S,0,No,0,28.86,296.543262020906
5026,DIXIE HWY,17173,,S07,SWMS,1,S,0,No,0,28.86,46.4823975419728
5027,DIXIE HWY,16882,,S07,SWMS,1,S,0,No,0,28.86,277.293254067896
5028,S 26TH ST,16566,,S07,SWMS,1,S,0,No,0,28.86,214.757612277772
5029,WILSON AVE,20230,,S07,SWMS,1,S,0,No,0,28.86,239.289770417714
5030,S 26TH ST,15061,,S07,SWMS,1,S,0,No,0,28.86,203.743440628771
5031,S 26TH ST,15111,,S07,SWMS,1,S,0,No,0,28.86,229.794198861911
5032,DIXIE HWY,17748,,S07,SWMS,1,S,0,No,0,28.86,55.3202678161449
5033,S 26TH ST,16811,,S07,SWMS,1,S,0,No,0,28.86,235.229851358862
5034,DIXIE HWY,17597,,S07,SWMS,1,S,0,No,0,28.86,329.314763805278
5035,DIXIE HWY,17548,,S07,SWMS,1,S,0,No,0,28.86,335.758722463704
5036,DIXIE HWY,17733,,S07,SWMS,1,S,0,No,0,28.86,285.121143638674
5037,DIXIE HWY,17489,,S07,SWMS,1,S,0,No,0,28.86,769.855471074374
5038,S 26TH ST,16759,,S07,SWMS,1,S,0,No,0,28.86,109.76921813514
5039,WILSON AVE,20201,,S07,SWMS,1,S,0,No,0,28.86,365.97227420866
5040,DIXIE HWY,16745,,S07,SWMS,1,S,0,No,0,28.86,112.142278490318
5041,S 26TH ST,20192,,S07,SWMS,1,S,0,No,0,28.86,195.357659242385
5042,BELLS LN,34921,,S15,SWMS,1,S,0.027899235493187565,Yes,0.02789924,24.31,161.097650898454
5043,BELLS LN,34922,,S15,SWMS,1,S,0.0569358536106606,Yes,0.05693585,24.31,328.76272544187
5044,BELLS LN,22239,,S15,SWMS,1,S,0.08419439317262,Yes,0.08419439,24.31,364.620718546224
5045,N 26TH ST,14774,,S07,SWMS,1,S,0,No,0,28.86,239.777965659517
5046,N 26TH ST,14509,,S07,SWMS,1,S,0,No,0,28.86,215.093084863856
5047,N 26TH ST,14663,,S07,SWMS,1,S,0,No,0,28.86,219.717583288753
5048,N 26TH ST,14486,,S07,SWMS,1,S,0,No,0,28.86,483.557409922282
5049,N 26TH ST,14626,,S07,SWMS,1,S,0,No,0,28.86,89.7279325325314
5050,N 26TH ST,14537,,S07,SWMS,1,S,0,No,0,28.86,231.649798130416
5051,N 26TH ST,14429,,S07,SWMS,1,S,0,No,0,28.86,232.79265321201
5052,N 26TH ST,14890,,S07,SWMS,1,S,0,No,0,28.86,239.465797829518
5053,N 26TH ST,14413,,S07,SWMS,1,S,0,No,0,28.86,251.501477459005
5054,N 26TH ST,14598,,S07,SWMS,1,S,0,No,0,28.86,341.504892674768
5055,N 26TH ST,14833,,S07,SWMS,1,S,0,No,0,28.86,241.43555731845
5056,N 26TH ST,14954,,S07,SWMS,1,S,0,No,0,28.86,255.108454873548
5057,N 26TH ST,14380,,S07,SWMS,1,S,0,No,0,28.86,696.734063757138
5058,N 26TH ST,14713,,S07,SWMS,1,S,0,No,0,28.86,221.160327873242
5059,S 26TH ST,15711,,S07,SWMS,1,S,0,No,0,28.86,402.622335135004
5060,S 26TH ST,15778,,S07,SWMS,1,S,0,No,0,28.86,252.023535520034
5061,S 26TH ST,15526,,S07,SWMS,1,S,0,No,0,28.86,201.179283449509
5062,S 26TH ST,15470,,S07,SWMS,1,S,0,No,0,28.86,221.76243569272
5063,S 26TH ST,15012,,S07,SWMS,1,S,0,No,0,28.86,247.706942100119
5064,DIXIE HWY,17029,,S07,SWMS,1,S,0,No,0,28.86,258.121119941055
5065,DIXIE HWY,17120,,S07,SWMS,1,S,0,No,0,28.86,393.920044110926
5066,WILSON AVE,17760,,S07,SWMS,1,S,0,No,0,28.86,1481.43528834582
5067,WILSON AVE,20332,,S07,SWMS,1,S,0,No,0,28.86,330.978021777882
5068,WILSON AVE,20326,,S07,SWMS,1,S,0,No,0,28.86,248.841730887828
5069,WILSON AVE,20310,,S07,SWMS,1,S,0,No,0,28.86,282.547617668244
5070,DIXIE HWY,16291,,S07,SWMS,1,S,0,No,0,28.86,382.346318262605
5071,DIXIE HWY,38605,,S07,SWMS,1,S,0,No,0,28.86,580.130511794666
5072,N 18TH ST,15045,,S07,SWMS,3,S,0,No,0,28.86,238.945467748739
5073,S 18TH ST,15353,,S07,SWMS,3,S,0,No,0,28.86,257.114389479709
5074,S 18TH ST,16010,,S07,SWMS,3,S,0,No,0,28.86,243.127690486963
5075,S 18TH ST,16066,,S07,SWMS,3,S,0,No,0,28.86,61.2413259164104
5076,S 35TH ST,18065,,S15,SWMS,3,S,0,No,0,24.31,383.984803811462
5077,S 18TH ST,15151,,S07,SWMS,3,S,0,No,0,28.86,256.192414140205
5078,N 18TH ST,14818,,S07,SWMS,3,S,0,No,0,28.86,213.358750006981
5079,N 18TH ST,14921,,S07,SWMS,3,S,0,No,0,28.86,195.0989052098
5080,S 35TH ST,18228,,S15,SWMS,3,S,0,No,0,24.31,263.685633437338
5081,N 18TH ST,14983,,S07,SWMS,3,S,0,No,0,28.86,240.077312496804
5082,N 18TH ST,15101,,S07,SWMS,3,S,0,No,0,28.86,254.984701032334
5083,S 35TH ST,18145,,S15,SWMS,3,S,0,No,0,24.31,328.170917536483
5084,S 18TH ST,16050,,S07,SWMS,3,S,0,No,0,28.86,148.293332751625
5085,S 18TH ST,15284,,S07,SWMS,3,S,0,No,0,28.86,256.590383244641
5086,S 18TH ST,15579,,S07,SWMS,3,S,0,No,0,28.86,253.875626151254
5087,S 35TH ST,18309,,S15,SWMS,3,S,0,No,0,24.31,302.158062700378
5088,S 41ST ST,22234,,S15,SWMS,3,S,0,No,0,24.31,1038.3376527222
5089,N 18TH ST,14930,,S07,SWMS,3,S,0,No,0,28.86,44.8305838686047
5090,S 18TH ST,15504,,S07,SWMS,3,S,0,No,0,28.86,238.535237570466
5091,S 18TH ST,15204,,S07,SWMS,3,S,0,No,0,28.86,254.40391404181
5092,S 18TH ST,15434,,S07,SWMS,3,S,0,No,0,28.86,255.196685132581
5093,N 18TH ST,14871,,S07,SWMS,3,S,0,No,0,28.86,239.368257249817
5094,S 39TH ST,22233,,S15,SWMS,3,S,0,No,0,24.31,861.518667707954
5095,S 40TH ST,22230,,S15,SWMS,3,S,0,No,0,24.31,678.389997013943
5096,S 39TH ST,22237,,S15,SWMS,3,S,0,No,0,24.31,305.941742726463
5097,S 40TH ST,22236,,S15,SWMS,3,S,0,No,0,24.31,399.840884071072
5098,S 18TH ST,15924,,S07,SWMS,3,S,0,No,0,28.86,235.966458567536
5099,S 18TH ST,15652,,S07,SWMS,3,S,0,No,0,28.86,250.214852988886
5100,S 18TH ST,15874,,S07,SWMS,3,S,0,No,0,28.86,404.43504500298
5101,S 18TH ST,15715,,S07,SWMS,3,S,0,No,0,28.86,401.620919308832
5102,S 18TH ST,16115,,S07,SWMS,3,S,0,No,0,28.86,252.043648951055
5103,DUMESNIL ST,17151,,S08,SWMS,1,S,0,No,0,30.57,1208.56465777723
5104,DUMESNIL ST,17079,,S08,SWMS,1,S,0,No,0,30.57,189.554788525969
5105,DUMESNIL ST,17025,,S08,SWMS,1,S,0,No,0,30.57,434.874767578624
5106,VIRGINIA AVE,16996,,S08,SWMS,1,S,0,No,0,30.57,382.926971136382
5107,E BRANDEIS AVE,21021,,S08,SWMS,1,S,0.1275459849697562,Yes,0.12754598,30.57,368.242322744382
5108,DUMESNIL ST,20190,,S08,SWMS,1,S,0,No,0,30.57,373.982209639125
5109,W OAK ST,33717,,S08,SWMS,1,S,0,No,0,30.57,710.222502768719
5110,VIRGINIA AVE,16956,,S08,SWMS,1,S,0,No,0,30.57,308.814110373427
5111,W OAK ST,17153,,S08,SWMS,1,S,0,No,0,30.57,549.180339826032
5112,W OAK ST,17158,,S08,SWMS,1,S,0,No,0,30.57,410.945612900013
5113,DUMESNIL ST,20194,,S08,SWMS,1,S,0,No,0,30.57,383.917636269926
5114,DUMESNIL ST,17076,,S08,SWMS,1,S,0,No,0,30.57,43.8156650069356
5115,DUMESNIL ST,20191,,S08,SWMS,1,S,0,No,0,30.57,651.704656142038
5116,W OAK ST,33716,,S08,SWMS,1,S,0,No,0,30.57,133.102202687218
5117,S FLOYD ST,18141,,S08,SWMS,1,S,0,No,0,30.57,401.19824658713
5118,DUMESNIL ST,20187,,S08,SWMS,1,S,0,No,0,30.57,600.004156303548
5119,E BRANDEIS AVE,21020,,S08,SWMS,1,S,0.13620407844965327,Yes,0.13620408,30.57,1179.71780125368
5120,W OAK ST,17024,,S08,SWMS,1,S,0,No,0,30.57,689.618931991303
5121,DUMESNIL ST,17116,,S08,SWMS,1,S,0.0428072209197244,Yes,0.04280722,30.57,370.77053672049
5122,E BRANDEIS AVE,39797,,S08,SWMS,1,S,0,No,0,30.57,79.8823373634769
5123,E BRANDEIS AVE,18581,,S08,SWMS,1,S,0,No,0,30.57,377.335108150308
5124,S FLOYD ST,18564,,S08,SWMS,1,S,0,No,0,30.57,925.186423011434
5125,S FLOYD ST,39800,,S08,SWMS,1,S,0,No,0,30.57,89.1007972723895
5126,W OAK ST,17037,,S08,SWMS,1,S,0,No,0,30.57,480.708085205853
5127,DUMESNIL ST,17123,,S08,SWMS,1,S,0,No,0,30.57,542.727290862041
5128,S FLOYD ST,18395,,S08,SWMS,1,S,0,No,0,30.57,480.080648711748
5129,W OAK ST,17144,,S08,SWMS,1,S,0,No,0,30.57,480.393105966357
5130,VIRGINIA AVE,16984,,S08,SWMS,1,S,0,No,0,30.57,792.286879037169
5131,DUMESNIL ST,20188,,S08,SWMS,1,S,0,No,0,30.57,59.2364341009821
5132,DUMESNIL ST,17059,,S08,SWMS,1,S,0,No,0,30.57,377.417293781754
5133,VIRGINIA AVE,16917,,S08,SWMS,1,S,0,No,0,30.57,791.696003842384
5134,DUMESNIL ST,17086,,S08,SWMS,1,S,0,No,0,30.57,186.29754263865
5135,S FLOYD ST,18282,,S08,SWMS,1,S,0,No,0,30.57,479.704444913109
5136,W OAK ST,17008,,S08,SWMS,1,S,0,No,0,30.57,600.375354096484
5137,W OAK ST,16995,,S08,SWMS,1,S,0,No,0,30.57,439.799617118765
5138,W ORMSBY AVE,17331,,S08,SWMS,1,S,0,No,0,30.57,284.666055353132
5139,W OAK ST,21320,,S08,SWMS,1,S,0,No,0,30.57,892.632144975621
5140,VIRGINIA AVE,16865,,S08,SWMS,1,S,0,No,0,30.57,959.657069690132
5141,VIRGINIA AVE,16943,,S08,SWMS,1,S,0,No,0,30.57,821.854294784198
5142,DUMESNIL ST,17071,,S08,SWMS,1,S,0,No,0,30.57,89.2136569244388
5143,DUMESNIL ST,17073,,S08,SWMS,1,S,0,No,0,30.57,168.558653089214
5144,DUMESNIL ST,17050,,S08,SWMS,1,S,0,No,0,30.57,428.036963523297
5145,DUMESNIL ST,17034,,S08,SWMS,1,S,0,No,0,30.57,369.268396262292
5146,W ORMSBY AVE,17325,,S08,SWMS,1,S,0,No,0,30.57,224.352592770426
5147,DUMESNIL ST,17077,,S08,SWMS,1,S,0,No,0,30.57,56.1496674633964
5148,DUMESNIL ST,17068,,S08,SWMS,1,S,0,No,0,30.57,143.973843042853
5149,DUMESNIL ST,20193,,S08,SWMS,1,S,0,No,0,30.57,388.163690905543
5150,DUMESNIL ST,17016,,S08,SWMS,1,S,0,No,0,30.57,959.635170341443
5151,VIRGINIA AVE,16901,,S08,SWMS,1,S,0,No,0,30.57,959.666675938187
5152,DUMESNIL ST,16933,,S08,SWMS,1,S,0,No,0,30.57,483.657618177766
5153,DUMESNIL ST,16988,,S08,SWMS,1,S,0,No,0,30.57,963.160679479448
5154,VIRGINIA AVE,16839,,S08,SWMS,1,S,0,No,0,30.57,560.989094915434
5155,DUMESNIL ST,16954,,S08,SWMS,1,S,0,No,0,30.57,540.128221654937
5156,VIRGINIA AVE,16798,,S08,SWMS,1,S,0,No,0,30.57,511.671611912236
5157,E BRANDEIS AVE,39799,,S08,SWMS,1,S,0,No,0,30.57,93.4683541488209
5158,S FLOYD ST,39798,,S08,SWMS,1,S,0,No,0,30.57,79.6588433759502
5159,W CARDINAL BLVD,18451,,S08,SWMS,1,S,0,No,0,30.57,403.369964331753
5160,W CARDINAL BLVD,18472,,S08,SWMS,1,S,0,No,0,30.57,550.105973455343
5161,E BRANDEIS AVE,18565,,S08,SWMS,1,S,0,No,0,30.57,842.119011256651
5162,E CARDINAL BLVD,18485,,S08,SWMS,1,S,0,No,0,30.57,355.913252138552
5163,W OAK ST,17088,,S08,SWMS,1,S,0,No,0,30.57,547.845512794494
5164,W OAK ST,17047,,S08,SWMS,1,S,0,No,0,30.57,543.712746116887
5165,W OAK ST,35072,,S08,SWMS,1,S,0,No,0,30.57,626.969384250555
5166,W OAK ST,17054,,S08,SWMS,1,S,0,No,0,30.57,204.235134093318
5167,W OAK ST,17066,,S08,SWMS,1,S,0,No,0,30.57,307.110199737021
5168,W OAK ST,17108,,S08,SWMS,1,S,0,No,0,30.57,746.587756028427
5169,HALE AVE,21932,,S08,SWMS,2,S,0,No,0,30.57,422.227003457477
5170,ARTHUR ST,21001,,S08,SWMS,2,S,0.033334614009844936,Yes,0.03333461,30.57,288.724504857142
5171,HALE AVE,21930,,S08,SWMS,2,S,0,No,0,30.57,637.379112450346
5172,HALE AVE,16683,,S08,SWMS,2,S,0,No,0,30.57,344.841934127525
5173,ARTHUR ST,18305,,S08,SWMS,2,S,0.027883138660984168,Yes,0.02788314,30.57,483.014290067538
5174,ARTHUR ST,18355,,S08,SWMS,2,S,0.022400354974788927,Yes,0.02240035,30.57,194.018198365566
5175,HALE AVE,29812,,S08,SWMS,2,S,0,No,0,30.57,174.219537533705
5176,ARTHUR ST,21028,,S08,SWMS,2,S,0.15141522358831477,Yes,0.15141522,30.57,874.312064852568
5177,ARTHUR ST,18715,,S08,SWMS,2,S,0.06781851267364734,Yes,0.06781851,30.57,587.40313738402
5178,HALE AVE,16692,,S08,SWMS,2,S,0,No,0,30.57,337.197926159474
5179,ARTHUR ST,21018,,S08,SWMS,2,S,0.1126680509455523,Yes,0.11266805,30.57,975.862993038828
5180,HALE AVE,21924,,S08,SWMS,2,S,0,No,0,30.57,398.781060453681
5181,HALE AVE,21922,,S08,SWMS,2,S,0,No,0,30.57,268.523532700697
5182,HALE AVE,21928,,S08,SWMS,2,S,0,No,0,30.57,383.351348196738
5183,HALE AVE,21934,,S08,SWMS,2,S,0,No,0,30.57,332.018336513588
5184,HALE AVE,21920,,S08,SWMS,2,S,0,No,0,30.57,393.100512482574
5185,HALE AVE,16718,,S08,SWMS,2,S,0,No,0,30.57,307.722925760281
5186,E MAGNOLIA AVE,17691,,S08,SWMS,3,S,0,No,0,30.57,238.440541434919
5187,W SHIPP AVE,34157,,S08,SWMS,3,S,0,No,0,30.57,300.208832008029
5188,W ORMSBY AVE,17392,,S08,SWMS,3,S,0,No,0,30.57,229.183238048463
5189,BRADLEY AVE,18703,,S08,SWMS,3,S,0,No,0,30.57,377.394390339479
5190,WOODBINE ST,17656,,S08,SWMS,3,S,0,No,0,30.57,248.826683878389
5191,BRADLEY AVE,18936,,S08,SWMS,3,S,0,No,0,30.57,341.919234790891
5192,DUMESNIL ST,17155,,S08,SWMS,3,S,0,No,0,30.57,548.938806347358
5193,BRADLEY AVE,18862,,S08,SWMS,3,S,0,No,0,30.57,335.207089456539
5194,W MAGNOLIA AVE,17676,,S08,SWMS,3,S,0,No,0,30.57,481.821129408857
5195,E LEE ST,18306,,S08,SWMS,3,S,0,No,0,30.57,646.633042309847
5196,BRADLEY AVE,18972,,S08,SWMS,3,S,0,No,0,30.57,183.847684472981
5197,W MAGNOLIA AVE,17687,,S08,SWMS,3,S,0,No,0,30.57,477.350581055991
5198,W SHIPP AVE,18132,,S08,SWMS,3,S,0,No,0,30.57,649.721667814643
5199,W LEE ST,18149,,S08,SWMS,3,S,0,No,0,30.57,452.305029448734
5200,W ORMSBY AVE,17386,,S08,SWMS,3,S,0,No,0,30.57,251.833838525649
5201,BRADLEY AVE,34662,,S08,SWMS,3,S,0,No,0,30.57,100.640518818839
5202,WOODBINE ST,17659,,S08,SWMS,3,S,0,No,0,30.57,182.179310306093
5203,W LEE ST,18161,,S08,SWMS,3,S,0,No,0,30.57,238.131188515168
5204,W LEE ST,18216,,S08,SWMS,3,S,0,No,0,30.57,480.589919105862
5205,W MAGNOLIA AVE,17620,,S08,SWMS,3,S,0,No,0,30.57,481.425697373679
5206,W ORMSBY AVE,17408,,S08,SWMS,3,S,0,No,0,30.57,480.780696497894
5207,BRADLEY AVE,21022,,S08,SWMS,3,S,0,No,0,30.57,180.424753674258
5208,BRADLEY AVE,21025,,S08,SWMS,3,S,0,No,0,30.57,268.239261095906
5209,BRADLEY AVE,18806,,S08,SWMS,3,S,0,No,0,30.57,242.129448813672
5210,W MAGNOLIA AVE,17603,,S08,SWMS,3,S,0,No,0,30.57,418.147026821228
5211,BRADLEY AVE,18748,,S08,SWMS,3,S,0,No,0,30.57,292.269438366595
5212,W ORMSBY AVE,17348,,S08,SWMS,3,S,0,No,0,30.57,480.944994155254
5213,W SHIPP AVE,34144,,S08,SWMS,3,S,0,No,0,30.57,458.123535877606
5214,ARTHUR ST,18943,,S08,SWMS,3,S,0,No,0,30.57,659.839604648522
5215,BRADLEY AVE,18666,,S08,SWMS,3,S,0,No,0,30.57,167.746699421077
5216,S 38TH ST,16919,,S08,SWMS,3,S,0,No,0,30.57,812.187261657441
5217,WOODBINE ST,17665,,S08,SWMS,3,S,0,No,0,30.57,203.976573049762
5218,W CARDINAL BLVD,18436,,S08,SWMS,3,S,0,No,0,30.57,479.232297270952
5219,E ORMSBY AVE,17487,,S08,SWMS,3,S,0,No,0,30.57,584.852875738105
5220,E ORMSBY AVE,17473,,S08,SWMS,3,S,0,No,0,30.57,480.54724643972
5221,E MAGNOLIA AVE,17702,,S08,SWMS,3,S,0,No,0,30.57,242.689785028077
5222,HAHN ST,19003,,S08,SWMS,3,S,0,No,0,30.57,621.280292979963
5223,W LEE ST,18201,,S08,SWMS,3,S,0,No,0,30.57,480.096683041205
5224,W LEE ST,18173,,S08,SWMS,3,S,0,No,0,30.57,241.607729426047
5225,W ORMSBY AVE,17364,,S08,SWMS,3,S,0,No,0,30.57,479.876368869107
5226,W MAGNOLIA AVE,17661,,S08,SWMS,3,S,0,No,0,30.57,481.432252488774
5227,W ORMSBY AVE,17380,,S08,SWMS,3,S,0,No,0,30.57,479.184369691093
5228,W MAGNOLIA AVE,17646,,S08,SWMS,3,S,0,No,0,30.57,483.005678514751
5229,E LEE ST,18259,,S08,SWMS,3,S,0,No,0,30.57,466.780011089941
5230,WOODBINE ST,17644,,S08,SWMS,3,S,0,No,0,30.57,586.182784632427
5231,E LEE ST,18283,,S08,SWMS,3,S,0,No,0,30.57,601.962267603773
5232,E ORMSBY AVE,17508,,S08,SWMS,3,S,0,No,0,30.57,632.665695471929
5233,E MAGNOLIA AVE,17726,,S08,SWMS,3,S,0,No,0,30.57,588.46444528621
5234,S 16TH ST,17154,,S08,SWMS,3,S,0,No,0,30.57,387.654264900198
5235,W MAGNOLIA AVE,17593,,S08,SWMS,3,S,0,No,0,30.57,410.980394153833
5236,NORTHWESTERN PKY,21719,,S09,SWMS,1,S,0,No,0,26.53,335.975751107763
5237,SOUTHWESTERN PKY,21766,,S09,SWMS,1,S,0,No,0,26.53,203.767828974546
5238,SOUTHWESTERN PKY,21735,,S09,SWMS,1,S,0,No,0,26.53,425.931126894728
5239,SOUTHWESTERN PKY,21807,,S09,SWMS,1,S,0,No,0,26.53,694.143111183858
5240,SOUTHWESTERN PKY,21761,,S09,SWMS,1,S,0,No,0,26.53,749.997187494727
5241,SOUTHWESTERN PKY,21819,,S09,SWMS,1,S,0,No,0,26.53,909.672727657569
5242,SOUTHWESTERN PKY,21763,,S09,SWMS,1,S,0,No,0,26.53,623.317184505609
5243,SOUTHWESTERN PKY,21786,,S09,SWMS,1,S,0,No,0,26.53,444.451808586994
5244,NORTHWESTERN PKY,21728,,S09,SWMS,1,S,0,No,0,26.53,1517.7418834518
5245,SOUTHWESTERN PKY,21795,,S09,SWMS,1,S,0,No,0,26.53,610.639674849252
5246,SOUTHWESTERN PKY,21750,,S09,SWMS,1,S,0,No,0,26.53,792.16295209402
5247,SOUTHWESTERN PKY,21765,,S09,SWMS,1,S,0,No,0,26.53,450.356143790667
5248,SOUTHWESTERN PKY,21774,,S09,SWMS,1,S,0,No,0,26.53,401.155557421308
5249,SOUTHWESTERN PKY,21781,,S09,SWMS,1,S,0,No,0,26.53,446.044944837513
5250,NORTHWESTERN PKY,29758,,S09,SWMS,1,S,0,No,0,26.53,1129.68777408115
5251,S 41ST ST,14944,,S09,SWMS,2,S,0,No,0,26.53,892.091520669264
5252,N 41ST ST,14328,,S09,SWMS,2,S,0,No,0,26.53,287.316442761722
5253,N 41ST ST,14603,,S09,SWMS,2,S,0,No,0,26.53,659.339215888313
5254,N 41ST ST,14292,,S09,SWMS,2,S,0,No,0,26.53,185.881903452838
5255,S 41ST ST,15368,,S09,SWMS,2,S,0,No,0,26.53,401.693873650228
5256,N 41ST ST,14364,,S09,SWMS,2,S,0,No,0,26.53,482.34124655165
5257,S 41ST ST,15637,,S09,SWMS,2,S,0,No,0,26.53,891.132237662606
5258,S 41ST ST,15073,,S09,SWMS,2,S,0,No,0,26.53,574.355998053472
5259,N 41ST ST,14426,,S09,SWMS,2,S,0,No,0,26.53,310.027140948982
