OBJECTID,RWCOMPKEY,FROM_ADDRE,TO_ADDRESS,ROADNAME,DIR,STRNAME,TYPE,LOCROSSPR,LOCROSSNA,LOCROSSSU,HICROSSPR,HICROSSNA,HICROSSSU,MUNI_NAME,COUNDIST,OWNER_NAME,CORE_CLASS,ROUTE_LBL,LENGTH,PRIORITY_R,ROUTE_UNIQ,CORRIDOR_N,BEGIN_LOCA,BMP,END_LOCATI,EMP,TOTAL_EPDO,EPDO_MILE,TOTAL_KA_C,KA_MILE,JUSTICE40_,PERCENT_JU,OWNER,SHAPELEN
942,20987,500,508,BAXTER AVE, ,BAXTER,AVE, ,BARRET,AVE, ,HULL,ST,LOUISVILLE,9,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,208.684295110884
943,19702,3500,3503,DIXIE HWY, ,DIXIE,HWY, ,FARNSLEY,RD, ,BACHMANN,DR,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,134.986689158598
944,10685,5300,5399,SHEPHERDSVILLE RD, ,SHEPHERDSVILLE,RD, ,REGENT,WAY, ,RURAL,WAY,LOUISVILLE,2,STATE,MINOR ARTERIAL,KY-2052,2.908,39,056-KY-2052  -000,Shepherdsville Rd,Fern Valley Rd (KY 1747),1.214,Hikes Lane (KY 2052),4.122,6742,2318.43191197,20,6.87757909,2.908,1,KYTC,1049.20673553723
945,4618,1900,1904,S HURSTBOURNE PKY,S,HURSTBOURNE,PKY, ,BUNSEN,PKY, ,HURSTBOURNE,CIR,LOUISVILLE,11,STATE,MAJOR ARTERIAL,KY-1747,1.476,19,056-KY-1747  -000,S Hurstbourne Pkwy,Taylorsville Rd (KY 155),10.991,Linn Station Rd (CS-1004H),12.467,4274,2895.66395664,7,4.74254743,0,0,KYTC,356.196682039903
946,15102,1800,1899,W MAIN ST,W,MAIN,ST,N,18TH,ST,N,19TH,ST,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-31W,1.751,45,056-US-0031W -001,W Main St,N 22nd St (US 150),20.345,S 2nd St (US 31),22.096,3743,2137.63563678,10,5.71102227,1.751,1,KYTC,478.30194505228
947,10911,5163,5179,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,EMERALD,DR, ,MADDIX,LN,LOUISVILLE,2,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,701.073797355929
948,32925,3232,3243,HIKES LN, ,HIKES,LN, ,EL PATIO,PL, ,EL PATIO,PL,LOUISVILLE,26,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,273.355565155646
949,4650,1960,1999,S HURSTBOURNE PKY,S,HURSTBOURNE,PKY, ,HURSTBOURNE,CIR, ,HURSTBOURNE,LN,LOUISVILLE,11,STATE,MAJOR ARTERIAL,KY-1747,1.476,19,056-KY-1747  -000,S Hurstbourne Pkwy,Taylorsville Rd (KY 155),10.991,Linn Station Rd (CS-1004H),12.467,4274,2895.66395664,7,4.74254743,0,0,KYTC,299.200921553937
950,21083,1500,1539,BERRY BLVD, ,BERRY,BLVD, ,WHEELER,AVE, ,POWELL,AVE,LOUISVILLE,15,STATE,MINOR ARTERIAL,US-60A,3.157,4,056-US-0060A -000,7th Street Rd / Berry Blvd / Taylor Blvd / Winkler Ave,Dixie Hwy (US 31W),0,S 3rd St (KY 1020),3.157,13771,4362.05258156,37,11.71998733,3.157,1,KYTC,575.55704081052
951,17888,600,699,W HILL ST,W,HILL,ST,S,6TH,ST,S,7TH,ST,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,0.662,25,056-CS-1016F -000,W Hill St (CS-1016F),S 1st St (CS-1002F),0,S 7th St (CS-1011F),0.662,2714,2658.178257,6,5.876592,1.021,1,METRO,1095.34644205612
952,20284,2900,2999,W HILL ST,W,HILL,ST, ,CATALPA,ST, ,WILSON,AVE,LOUISVILLE,1,METRO,PRIMARY COLLECTOR, ,1.034,51,056-CS-1016F -000,W Hill St,S 17th St (CS-1032F),1.527,Wilson Ave (CS-1025F),2.561,2010,1943.90715667,5,4.83558994,1.034,1,METRO,234.754138319633
953,19565,3238,3249,TAYLOR BLVD, ,TAYLOR,BLVD, ,THORNBERRY,AVE, ,PHYLLIS,AVE,LOUISVILLE,3,STATE,MAJOR ARTERIAL,US-60A,3.157,4,056-US-0060A -000,7th Street Rd / Berry Blvd / Taylor Blvd / Winkler Ave,Dixie Hwy (US 31W),0,S 3rd St (KY 1020),3.157,13771,4362.05258156,37,11.71998733,3.157,1,KYTC,243.209283996388
954,31503,8000,8101,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,GAYMONT,DR, ,OAKBURN,DR,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,1200.94392911673
955,18682,2302,2399,DIXIE HWY, ,DIXIE,HWY, ,WATHEN,LN, ,FUST,AVE,LOUISVILLE,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,298.376110901985
956,17597,1442,1465,DIXIE HWY, ,DIXIE,HWY,W,BURNETT,AVE, ,BOLLING,AVE,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,2.008,29,056-CS-1030F -000,Dixie Hwy,W Broadway (US 150),0,Bernheim Lane (US 31W),2.008,5174,2576.69322709,13,6.47410359,2.008,1,METRO,329.314763805278
957,30883,4319,4405,CANE RUN RD, ,CANE RUN,RD, ,CRUMS,LN, ,KRISTIN,WAY,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,912.30106778478
958,14691,332,399,N 22ND ST,N,22ND,ST, ,GARFIELD,AVE, ,GRIFFITHS,AVE,LOUISVILLE,5,STATE,MAJOR ARTERIAL,US-150,0.741,15,056-US-0150  -000,N 22nd St,Northwestern Pkwy,0,W Main St (US 31W-001),0.741,2292,3093.11740891,6,8.09716599,0.49,0.66126856,KYTC,223.295527290209
959,21314,2725,2727,BARDSTOWN RD, ,BARDSTOWN,RD, ,EMERSON,AVE, ,WINSTON,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,304.930027792502
960,8708,3307,3325,HIKES LN, ,HIKES,LN, ,EL CONQUISTADOR,PL, ,BRECKENRIDGE,LN,LOUISVILLE,26,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,660.766037689637
961,30921,11600,11699,DIXIE HWY, ,DIXIE,HWY, ,KY-841 RAMP, , ,MOORMAN,RD,LOUISVILLE,14,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1890.01259548673
962,17548,1400,1441,DIXIE HWY, ,DIXIE,HWY, ,STANDARD,AVE,W,BURNETT,AVE,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,2.008,29,056-CS-1030F -000,Dixie Hwy,W Broadway (US 150),0,Bernheim Lane (US 31W),2.008,5174,2576.69322709,13,6.47410359,2.008,1,METRO,335.758722463704
963,5327,2513,2599,HIKES LN, ,HIKES,LN, ,DOWNING,WAY, ,WILLMAR,AVE,LOUISVILLE,10,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,438.92436169643
964,9346,4007,4024,SHELBYVILLE RD, ,SHELBYVILLE,RD, ,FAIRFAX,AVE,N,SHERRIN,AVE,ST MATTHEWS,9,STATE,MAJOR ARTERIAL,US-60,0.638,6,056-US-0060  -000,Shelbyville Rd,Lexington Rd (US 60A),3.482,Thierman Ln (CS-1098B),4.12,2413,3782.13166144,7,10.97178683,0,0,KYTC,292.533539472789
965,29621,4800,4819,CANE RUN RD, ,CANE RUN,RD, ,LEES,LN, ,ROCKAWAY,DR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,548.586127388735
966,24326,7400,7422,3RD STREET RD, ,3RD STREET,RD, ,NEW CUT,RD, ,SHOREWOOD,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,480.208991774675
967,29084,7734,7799,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,BROOKVIEW,DR, ,BLANTON,LN,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,328.655251770727
968,17733,1500,1599,DIXIE HWY, ,DIXIE,HWY,W,HILL,ST,W,GAULBERT,AVE,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,2.008,29,056-CS-1030F -000,Dixie Hwy,W Broadway (US 150),0,Bernheim Lane (US 31W),2.008,5174,2576.69322709,13,6.47410359,2.008,1,METRO,285.121143638674
969,5021,2841,2849,HIKES LN, ,HIKES,LN, ,ALGIERS,CT, ,GREENWICH,RD,LOUISVILLE,10,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,505.039942774632
970,22297,4300,4318,CANE RUN RD, ,CANE RUN,RD, ,HARTLAGE,CT, ,CRUMS,LN,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,557.49976965382
971,26950,2028,2112,ROCKFORD LN, ,ROCKFORD,LN, ,LYNN LEA,RD, ,DOHN,RD,SHIVELY,12,STATE,MINOR ARTERIAL,KY-2051,1.975,14,056-KY-2051  -000,Rockford Ln,Dixie Hwy (US 31W),0,Cane Run Rd (KY 1934),1.975,6318,3198.98734177,20,10.12658228,1.975,1,KYTC,661.428357008273
972,8565,9700,9899,WESTPORT RD, ,WESTPORT,RD,N,HURSTBOURNE,PKY, ,CREEKSIDE,DR,LOUISVILLE,17,STATE,MINOR ARTERIAL,KY-1447,5.078,18,056-KY-1447  -000,Westport Rd,I-264,1.96,Chamberlain Ln,7.038,14916,2937.37692005,45,8.8617566,0,0,KYTC,1250.75356927153
973,29250,10500,10609,DIXIE HWY, ,DIXIE,HWY, ,ASHBY,LN, ,BROWNS PARK,CIR,LOUISVILLE,25,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,902.45428646691
974,28969,6902,7099,DIXIE HWY, ,DIXIE,HWY, ,CRAWFORD,AVE, ,WELLS,DR,LOUISVILLE,12,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,898.533012792588
975,25791,4023,4024,TAYLOR BLVD, ,TAYLOR,BLVD, ,MANITAU,AVE, ,CARRICO,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,64.976946645041
976,22986,4565,4599,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,WILLOW,DR, ,GILMORE,LN,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,470.466622581211
977,25330,9500,9549,PRESTON HWY, ,PRESTON,HWY, ,I 265 RAMP, , ,I 265 RAMP, ,LOUISVILLE,24,STATE,MAJOR ARTERIAL,KY-61,7.502,9,056-KY-0061  -000,Preston Hwy,Cooper Chapel Rd / Commerce Crossings Dr (KY 6299),1.401,Hart Ave,8.903,25969,3461.61023727,77,10.26392962,4.884,0.65102639,KYTC,286.832370074182
978,24111,7300,7313,ST ANDREWS CHURCH RD, ,ST ANDREWS CHURCH,RD, ,PALATKA,RD, ,PENNACOOK,RD,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,408.535403076143
979,38019,1910,1999,FERN VALLEY RD, ,FERN VALLEY,RD, ,WEST,DR, ,BEANBLOSSOM,RD,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-1747,4.046,26,056-KY-1747  -000,Fern Valley Rd,Grade Ln (CR-1001G),0,Shepherdsville Rd (KY 2052),4.046,10717,2648.78892734,29,7.16757291,3.47,0.85763717,KYTC,539.244808042419
980,25174,8403,8699,3RD STREET RD, ,3RD STREET,RD, ,HERBERT,LN, ,WINDSOR PARK,DR,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,1578.59157330706
981,25206,8800,8899,3RD STREET RD, ,3RD STREET,RD, ,LAKERIDGE,DR, ,LAMBORNE,BLVD,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,500.851527265692
982,25203,8900,8999,3RD STREET RD, ,3RD STREET,RD, ,LAMBORNE,BLVD, ,MITCHELL,LN,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,753.742073438266
983,25647,7618,7640,3RD STREET RD, ,3RD STREET,RD, ,TWIN WILLOWS,LN, ,CARTLEDGE,CT,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,908.083034574069
984,26352,4325,4339,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,BUNTON,RD, ,SANITA,RD,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,392.348419151034
985,8485,4960,4999,U S HIGHWAY 42, ,U S HIGHWAY 42, , ,GLEN EAGLE,DR, ,LIME KILN,LN,NORTHFIELD,7,STATE,MAJOR ARTERIAL,US-42,0.985,44,056-US-0042  -000,Brownsboro Rd / US 42,I-264,5.81,Seminary Dr (KY 22C),6.795,2172,2205.07614213,7,7.10659898,0,0,KYTC,1034.43263754325
986,21098,3520,3529,TAYLOR BLVD, ,TAYLOR,BLVD, ,CONN,ST, ,HATHAWAY,AVE,LOUISVILLE,15,STATE,MAJOR ARTERIAL,KY-1865,5.273,5,056-KY-1865  -000,Taylor Blvd / New Cut Rd,Gene Snyder Fwy (KY 841),0.92,Berry Blvd (US 60A),6.193,20222,3835.00853404,51,9.67191352,4.556,0.86402427,KYTC,124.827208697663
987,19747,3250,3279,NEWBURG RD, ,NEWBURG,RD, ,I 264 RAMP, , ,I 264 RAMP, ,LOUISVILLE,10,STATE,MINOR ARTERIAL,KY-1703,2.593,30,056-KY-1703  -000,Newburg Rd,Bluegrass Park Dr (CS-1185G),1.25,Bellarmine Blvd (PS-1084G),3.843,6510.5,2510.79830312,18,6.94176629,1.066,0.41110683,KYTC,393.765246333793
988,17489,1370,1399,DIXIE HWY, ,DIXIE,HWY, ,ST LOUIS,AVE, ,STANDARD,AVE,LOUISVILLE,6,METRO,MINOR ARTERIAL, ,2.008,29,056-CS-1030F -000,Dixie Hwy,W Broadway (US 150),0,Bernheim Lane (US 31W),2.008,5174,2576.69322709,13,6.47410359,2.008,1,METRO,769.855471074374
989,27406,5315,5399,DIXIE HWY, ,DIXIE,HWY, ,FLINTLOCK,DR, ,BLANTON,LN,LOUISVILLE,12,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,1046.12433687574
990,16759,1054,1099,S 26TH ST,S,26TH,ST, ,GRAND,AVE, ,GRAND,AVE,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,1.846,27,056-CS-1038F -000,S 26th St,W Main St (CS-1011A),0,Wilson Ave (CS-1025F),1.846,4784,2591.54929577,10,5.4,1.846,1,METRO,109.76921813514
991,29179,12890,12899,DIXIE HWY, ,DIXIE,HWY, ,FINCASTLE,TRL, ,CHISM,RD,LOUISVILLE,14,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,71.2180217822436
992,15793,300,399,S 2ND ST,S,2ND,ST,W,JEFFERSON,ST,W,LIBERTY,ST,LOUISVILLE,4,STATE,MAJOR ARTERIAL,KY-1020,0.6271,11,056-KY-1020  -000,S 2nd St,W Broadway (US 150),12.097,W Market St (US 31E/31W),12.7241,2102,3351.93749003,4,6.37856801,0.6271,1,KYTC,285.474853463099
993,8863,9700,9799,TAYLORSVILLE RD, ,TAYLORSVILLE,RD, ,MERIONETH,DR, ,OAKSHIRE,DR,JEFFERSONTOWN,11,STATE,MAJOR ARTERIAL,KY-155,4.24,48,056-KY-0155  -000,Taylorsville Rd,Watterson Trl (CS-1073H),9.35,Breckenridge Ln (KY 1932),13.59,8629,2035,22,5.24558894,0,0,KYTC,688.371039140926
994,20012,4245,4259,POPLAR LEVEL RD, ,POPLAR LEVEL,RD, ,LINCOLN,AVE, ,I 264 RAMP, ,LOUISVILLE,10,STATE,MAJOR ARTERIAL,KY-864,7.117,41,056-KY-0864  -000,Poplar Level Rd,Fern Valley Rd (KY 1747),6.596,Eastern Pkwy (US 60A),13.713,16064,2257.13081355,44,6.18238022,4.725,0.66390333,KYTC,154.020006163948
995,19560,3200,3299,DIXIE HWY, ,DIXIE,HWY, ,GILLETTE,AVE, ,APPLETON,LN,SHIVELY,3,STATE,MAJOR ARTERIAL,US-31W,14.536,10,056-US-0031W -000,Dixie Hwy,Depot Lane,2.974,Bernheim Ln (US 31W),17.51,49906,3433,150,10.3,12.626,0.86860209,KYTC,231.069475940656
996,15117,2300,2337,W MARKET ST,W,MARKET,ST,S,23RD,ST,S,24TH,ST,LOUISVILLE,5,METRO,MINOR ARTERIAL, ,1.565,33,056-CS-1006A -000,W Market St (CS-1006A),S 22nd St (US 31W-001),0,S 40th St (CS-1043F),1.565,6500,2472.42297452,18,6.84670978,2.629,1,METRO,311.351466611331
997,29618,4740,4751,CANE RUN RD, ,CANE RUN,RD, ,MELODY ACRES,LN, ,POPLAR VIEW,DR,LOUISVILLE,1,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,628.389997725635
998,20691,1600,1699,EASTERN PKY, ,EASTERN,PKY, ,BAXTER,AVE, ,QUADRANT,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-60A,3.523,40,056-US-0060A -000,Eastern Pkwy,S 3rd St (KY 1020),3.409,Willow Ave (US 60A),6.932,8026,2278.17201249,22,6.24467783,1.154,0.32756174,KYTC,906.046698853685
999,29374,5504,5599,GREENWOOD RD, ,GREENWOOD,RD, ,FEYHURST,DR, ,DAFFODIL,DR,LOUISVILLE,12,STATE,MINOR ARTERIAL,KY-1931,9.06,24,056-KY-1931  -000,Greenwood Rd / St. Andrews Church Rd / Manslick Rd / 7th Street Rd,Terry Road (KY 1727),1.47,Algonquin Pkwy (KY 2054),10.53,24325,2684.8785872,73,8.05739514,7.024,0.77527594,KYTC,340.155252481312
1000,19038,543,557,EASTERN PKY, ,EASTERN,PKY, ,CONCORD,DR, ,SHERRY,RD,LOUISVILLE,15,STATE,MAJOR ARTERIAL,US-60A,3.523,40,056-US-0060A -000,Eastern Pkwy,S 3rd St (KY 1020),3.409,Willow Ave (US 60A),6.932,8026,2278.17201249,22,6.24467783,1.154,0.32756174,KYTC,307.677597466763
1001,5060,2830,2840,HIKES LN, ,HIKES,LN, ,CHANEL,CT, ,ALGIERS,CT,LOUISVILLE,10,METRO,MINOR ARTERIAL, ,2.399,36,056-CR-1002G -000,Hikes Lane,Buechel Byp (US 31E),0.797,Taylorsville Rd (KY 155),3.196,5776,2407.66986244,15,6.25260525,0.191,0.07961651,METRO,434.798427834937
1002,29514,12400,12550,GREENBELT HWY, ,GREENBELT,HWY, ,LOWER RIVER,RD, ,GREENBELT RAMP, ,LOUISVILLE,14,STATE,MAJOR ARTERIAL,KY-1934,11.502,21,056-KY-1934  -000,Greenbelt Hwy / Cane Run Rd,Gene Snyder Fwy (KY 841),0,Algonquin Pkwy (KY 2054),11.502,31389,2729.00365154,100,8.69414015,9.201,0.79994784,KYTC,3734.92602623185
1003,24574,2850,2999,OUTER LOOP, ,OUTER,LOOP, ,I 65 RAMP, , ,I 65 RAMP, ,LOUISVILLE,13,STATE,MAJOR ARTERIAL,KY-1065,3.531,42,056-KY-1065  -000,Outer Loop,National Turnpike (KY 1020),2.514,Preston Hwy (KY 61),6.045,7853,2224.01585953,20,5.66411781,3.311,0.9376947,KYTC,875.635312636078
1004,31838,4500,4574,S HURSTBOURNE PKY,S,HURSTBOURNE,PKY, ,HURSTBOURNE CROSSINGS,DR, ,HURSTBOURNE CROSSINGS,DR,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-1747,1.064,47,056-KY-1747  -000,S Hurstbourne Pkwy,Watterson Trl (CR-1004H),8.519,Six Mile Ln (CR-1002H),9.583,2196,2063.90977444,5,4.69924812,0,0,KYTC,649.997372310479
1005,17605,1605,1699,BARDSTOWN RD, ,BARDSTOWN,RD, ,BONNYCASTLE,AVE, ,DUKER,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,272.929537705646
1006,24013,6800,6809,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,SENECA,TRL, ,CAROLYN,RD,LOUISVILLE,25,STATE,MINOR ARTERIAL,KY-1020,1.672,50,056-KY-1020  -000,Southside Dr (KY 907/1020),National Turnpike (KY 1020),5.7,W Tenny Ave (KY 1020),7.372,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,87.4733523839721
1007,20600,1350,1354,BARDSTOWN RD, ,BARDSTOWN,RD, ,WINDSOR,PL, ,MIDLAND,AVE,LOUISVILLE,8,STATE,MAJOR ARTERIAL,US-31E,5.8,16,056-US-0031E -000,Beuchel Byp / Bardstown Rd / Baxter Ave,Hikes Lane (KY 2052),10.974,E Main St (US 31E),16.774,17471,3012.24137931,41,7.1,1.878,0.3237931,KYTC,54.9675247681126
1008,20042,4000,4099,SOUTHERN PKY, ,SOUTHERN,PKY,W,EVELYN,AVE,W,FAIRMONT,AVE,LOUISVILLE,15,STATE,MINOR ARTERIAL,KY-1020,1.313,35,056-KY-1020  -000,Southern Pkwy,W Woodlawn Ave (CS-1096F),7.837,S 3rd St (CS-1013F),9.15,3174,2417.3648134,11,8.37776085,1.313,1,KYTC,512.914870536011
1009,29971,3400,3599,S HURSTBOURNE PKY,S,HURSTBOURNE,PKY, ,SIX MILE,LN, ,AMBROSSE,LN,LOUISVILLE,26,STATE,MAJOR ARTERIAL,KY-1747,1.064,47,056-KY-1747  -000,S Hurstbourne Pkwy,Watterson Trl (CR-1004H),8.519,Six Mile Ln (CR-1002H),9.583,2196,2063.90977444,5,4.69924812,0,0,KYTC,1006.37230020145
1010,16745,1030,1039,DIXIE HWY, ,DIXIE,HWY, ,PRENTICE,ST, ,GREENWOOD,AVE,LOUISVILLE,4,METRO,MINOR ARTERIAL, ,2.008,29,056-CS-1030F -000,Dixie Hwy,W Broadway (US 150),0,Bernheim Lane (US 31W),2.008,5174,2576.69322709,13,6.47410359,2.008,1,METRO,112.142278490318
1011,24202,7229,7245,SOUTHSIDE DR, ,SOUTHSIDE,DR, ,MEADOWOOD,CT, ,WOODMORE,AVE,LOUISVILLE,21,STATE,MINOR ARTERIAL,KY-907,4.91,50,056-KY-0907  -000,3rd Street Rd (KY 907),E Pages Ln / Highcrest Ave,2.09,National Turnpike (KY 1020),7,13188,2003.64630811,41,6.22910969,4.251,0.64585232,KYTC,617.422032096259
